model	simID	S	tree
ca	1102	32	ca_1102.tre
ca	1295	32	ca_1295.tre
ca	1306	32	ca_1306.tre
ca	1855	32	ca_1855.tre
ca	2240	32	ca_2240.tre
ca	2242	32	ca_2242.tre
ca	2332	32	ca_2332.tre
ca	2390	32	ca_2390.tre
ca	2414	32	ca_2414.tre
ca	2663	32	ca_2663.tre
ca	2695	32	ca_2695.tre
ca	2764	32	ca_2764.tre
ca	2813	32	ca_2813.tre
ca	3038	32	ca_3038.tre
ca	3121	32	ca_3121.tre
fh	35	32	fh_35.tre
fh	84	32	fh_84.tre
fh	88	32	fh_88.tre
fh	101	32	fh_101.tre
fh	126	32	fh_126.tre
fh	142	32	fh_142.tre
fh	158	32	fh_158.tre
fh	171	32	fh_171.tre
fh	189	32	fh_189.tre
fh	256	32	fh_256.tre
fh	299	32	fh_299.tre
fh	358	32	fh_358.tre
fh	382	32	fh_382.tre
fh	403	32	fh_403.tre
fh	437	32	fh_437.tre
fh	452	32	fh_452.tre
fh	478	32	fh_478.tre
fh	506	32	fh_506.tre
fh	533	32	fh_533.tre
fh	714	32	fh_714.tre
fh	786	32	fh_786.tre
fh	828	32	fh_828.tre
fh	850	32	fh_850.tre
fh	947	32	fh_947.tre
fh	952	32	fh_952.tre
fh	966	32	fh_966.tre
fh	1032	32	fh_1032.tre
fh	1069	32	fh_1069.tre
fh	1099	32	fh_1099.tre
fh	1139	32	fh_1139.tre
fh	1140	32	fh_1140.tre
fh	1165	32	fh_1165.tre
fh	1178	32	fh_1178.tre
fh	1197	32	fh_1197.tre
fh	1212	32	fh_1212.tre
fh	1230	32	fh_1230.tre
fh	1252	32	fh_1252.tre
fh	1258	32	fh_1258.tre
fh	1293	32	fh_1293.tre
fh	1362	32	fh_1362.tre
fh	1368	32	fh_1368.tre
fh	1469	32	fh_1469.tre
fh	1597	32	fh_1597.tre
fh	1601	32	fh_1601.tre
fh	1632	32	fh_1632.tre
fh	1649	32	fh_1649.tre
fh	1705	32	fh_1705.tre
fh	1745	32	fh_1745.tre
fh	1750	32	fh_1750.tre
fh	1807	32	fh_1807.tre
fh	1875	32	fh_1875.tre
gen	111151	32	gen_111151.tre
gen	1111120	32	gen_1111120.tre
gen	1111182	32	gen_1111182.tre
gen	2222323	32	gen_2222323.tre
gen	2222422	32	gen_2222422.tre
gen	2222486	32	gen_2222486.tre
gen	2222532	32	gen_2222532.tre
gen	2222567	32	gen_2222567.tre
gen	2222572	32	gen_2222572.tre
gen	333339	32	gen_333339.tre
gen	3333143	32	gen_3333143.tre
gen	3333153	32	gen_3333153.tre
hs	6637	32	hs_6637.tre
hs	6865	32	hs_6865.tre
hs	6994	32	hs_6994.tre
hs	7310	32	hs_7310.tre
hs	7364	32	hs_7364.tre
pontarp	122	32	pontarp_122.tre
pontarp	532	32	pontarp_532.tre
pontarp	563	32	pontarp_563.tre
pontarp	1552	32	pontarp_1552.tre
pontarp	2374	32	pontarp_2374.tre
pontarp	2674	32	pontarp_2674.tre
pontarp	2782	32	pontarp_2782.tre
pontarp	2802	32	pontarp_2802.tre
pontarp	2872	32	pontarp_2872.tre
ve	12	32	ve_12.tre
ve	32	32	ve_32.tre
ve	69	32	ve_69.tre
ve	107	32	ve_107.tre
ve	168	32	ve_168.tre
ve	177	32	ve_177.tre
ve	206	32	ve_206.tre
ve	229	32	ve_229.tre
ve	292	32	ve_292.tre
ve	389	32	ve_389.tre
ve	547	32	ve_547.tre
ve	552	32	ve_552.tre
ve	644	32	ve_644.tre
ve	659	32	ve_659.tre
ve	662	32	ve_662.tre
ve	671	32	ve_671.tre
ve	675	32	ve_675.tre
ve	715	32	ve_715.tre
ve	724	32	ve_724.tre
ve	882	32	ve_882.tre
ve	926	32	ve_926.tre
ve	1011	32	ve_1011.tre
ve	1027	32	ve_1027.tre
ve	1038	32	ve_1038.tre
ve	1039	32	ve_1039.tre
ve	1067	32	ve_1067.tre
ve	1092	32	ve_1092.tre
ve	1110	32	ve_1110.tre
ve	1190	32	ve_1190.tre
ve	1205	32	ve_1205.tre
ve	1211	32	ve_1211.tre
ve	1232	32	ve_1232.tre
ve	1246	32	ve_1246.tre
ve	1285	32	ve_1285.tre
ve	1308	32	ve_1308.tre
ve	1310	32	ve_1310.tre
ve	1339	32	ve_1339.tre
ve	1343	32	ve_1343.tre
ve	1427	32	ve_1427.tre
ve	1484	32	ve_1484.tre
ve	1595	32	ve_1595.tre
ve	1599	32	ve_1599.tre
ve	1653	32	ve_1653.tre
ve	1803	32	ve_1803.tre
ve	1852	32	ve_1852.tre
ve	1872	32	ve_1872.tre
ve	1984	32	ve_1984.tre
ve	2042	32	ve_2042.tre
ve	2106	32	ve_2106.tre
ve	2109	32	ve_2109.tre
ve	2183	32	ve_2183.tre
ve	2214	32	ve_2214.tre
ve	2278	32	ve_2278.tre
ve	2283	32	ve_2283.tre
ve	2307	32	ve_2307.tre
ve	2333	32	ve_2333.tre
ve	2442	32	ve_2442.tre
ve	2525	32	ve_2525.tre
ve	2555	32	ve_2555.tre
ve	2688	32	ve_2688.tre
ve	2702	32	ve_2702.tre
ve	2748	32	ve_2748.tre
ve	2783	32	ve_2783.tre
ve	2812	32	ve_2812.tre
ve	2836	32	ve_2836.tre
ve	2846	32	ve_2846.tre
ve	2863	32	ve_2863.tre
ve	2898	32	ve_2898.tre
ve	2903	32	ve_2903.tre
ve	2952	32	ve_2952.tre
ve	2961	32	ve_2961.tre
ve	3074	32	ve_3074.tre
ve	3115	32	ve_3115.tre
ve	3120	32	ve_3120.tre
ca	300	33	ca_300.tre
ca	629	33	ca_629.tre
ca	783	33	ca_783.tre
ca	1185	33	ca_1185.tre
ca	1984	33	ca_1984.tre
ca	2031	33	ca_2031.tre
ca	2074	33	ca_2074.tre
ca	2287	33	ca_2287.tre
ca	2790	33	ca_2790.tre
fh	16	33	fh_16.tre
fh	138	33	fh_138.tre
fh	157	33	fh_157.tre
fh	198	33	fh_198.tre
fh	201	33	fh_201.tre
fh	344	33	fh_344.tre
fh	367	33	fh_367.tre
fh	396	33	fh_396.tre
fh	415	33	fh_415.tre
fh	431	33	fh_431.tre
fh	535	33	fh_535.tre
fh	598	33	fh_598.tre
fh	625	33	fh_625.tre
fh	655	33	fh_655.tre
fh	715	33	fh_715.tre
fh	782	33	fh_782.tre
fh	825	33	fh_825.tre
fh	938	33	fh_938.tre
fh	994	33	fh_994.tre
fh	1074	33	fh_1074.tre
fh	1137	33	fh_1137.tre
fh	1203	33	fh_1203.tre
fh	1338	33	fh_1338.tre
fh	1364	33	fh_1364.tre
fh	1371	33	fh_1371.tre
fh	1398	33	fh_1398.tre
fh	1450	33	fh_1450.tre
fh	1503	33	fh_1503.tre
fh	1520	33	fh_1520.tre
fh	1522	33	fh_1522.tre
fh	1655	33	fh_1655.tre
fh	1738	33	fh_1738.tre
fh	1786	33	fh_1786.tre
fh	1822	33	fh_1822.tre
fh	1842	33	fh_1842.tre
fh	1884	33	fh_1884.tre
fh	1893	33	fh_1893.tre
fh	1998	33	fh_1998.tre
gen	1111109	33	gen_1111109.tre
gen	1111185	33	gen_1111185.tre
gen	1111192	33	gen_1111192.tre
gen	1111330	33	gen_1111330.tre
gen	1111341	33	gen_1111341.tre
gen	1111370	33	gen_1111370.tre
gen	1111372	33	gen_1111372.tre
gen	1111448	33	gen_1111448.tre
gen	2222325	33	gen_2222325.tre
gen	3333172	33	gen_3333172.tre
gen	3333404	33	gen_3333404.tre
gen	3333557	33	gen_3333557.tre
gen	3333571	33	gen_3333571.tre
hs	6951	33	hs_6951.tre
hs	7482	33	hs_7482.tre
hs	7557	33	hs_7557.tre
hs	7977	33	hs_7977.tre
pontarp	462	33	pontarp_462.tre
pontarp	502	33	pontarp_502.tre
pontarp	2133	33	pontarp_2133.tre
pontarp	2762	33	pontarp_2762.tre
pontarp	2892	33	pontarp_2892.tre
ve	75	33	ve_75.tre
ve	182	33	ve_182.tre
ve	243	33	ve_243.tre
ve	249	33	ve_249.tre
ve	416	33	ve_416.tre
ve	473	33	ve_473.tre
ve	512	33	ve_512.tre
ve	526	33	ve_526.tre
ve	563	33	ve_563.tre
ve	571	33	ve_571.tre
ve	691	33	ve_691.tre
ve	793	33	ve_793.tre
ve	846	33	ve_846.tre
ve	863	33	ve_863.tre
ve	878	33	ve_878.tre
ve	891	33	ve_891.tre
ve	931	33	ve_931.tre
ve	1046	33	ve_1046.tre
ve	1133	33	ve_1133.tre
ve	1166	33	ve_1166.tre
ve	1169	33	ve_1169.tre
ve	1212	33	ve_1212.tre
ve	1230	33	ve_1230.tre
ve	1255	33	ve_1255.tre
ve	1421	33	ve_1421.tre
ve	1439	33	ve_1439.tre
ve	1443	33	ve_1443.tre
ve	1516	33	ve_1516.tre
ve	1519	33	ve_1519.tre
ve	1520	33	ve_1520.tre
ve	1609	33	ve_1609.tre
ve	1668	33	ve_1668.tre
ve	1669	33	ve_1669.tre
ve	1712	33	ve_1712.tre
ve	1797	33	ve_1797.tre
ve	1805	33	ve_1805.tre
ve	1876	33	ve_1876.tre
ve	1905	33	ve_1905.tre
ve	1938	33	ve_1938.tre
ve	1983	33	ve_1983.tre
ve	2065	33	ve_2065.tre
ve	2126	33	ve_2126.tre
ve	2128	33	ve_2128.tre
ve	2170	33	ve_2170.tre
ve	2243	33	ve_2243.tre
ve	2253	33	ve_2253.tre
ve	2297	33	ve_2297.tre
ve	2376	33	ve_2376.tre
ve	2391	33	ve_2391.tre
ve	2529	33	ve_2529.tre
ve	2535	33	ve_2535.tre
ve	2580	33	ve_2580.tre
ve	2587	33	ve_2587.tre
ve	2606	33	ve_2606.tre
ve	2653	33	ve_2653.tre
ve	2695	33	ve_2695.tre
ve	2698	33	ve_2698.tre
ve	2726	33	ve_2726.tre
ve	2797	33	ve_2797.tre
ve	2941	33	ve_2941.tre
ve	2995	33	ve_2995.tre
ve	3012	33	ve_3012.tre
ve	3135	33	ve_3135.tre
ve	3173	33	ve_3173.tre
ve	3177	33	ve_3177.tre
ca	630	34	ca_630.tre
ca	745	34	ca_745.tre
ca	857	34	ca_857.tre
ca	1114	34	ca_1114.tre
ca	2030	34	ca_2030.tre
ca	2156	34	ca_2156.tre
ca	2267	34	ca_2267.tre
ca	2283	34	ca_2283.tre
ca	2466	34	ca_2466.tre
ca	2922	34	ca_2922.tre
ca	3071	34	ca_3071.tre
fh	79	34	fh_79.tre
fh	110	34	fh_110.tre
fh	123	34	fh_123.tre
fh	185	34	fh_185.tre
fh	196	34	fh_196.tre
fh	239	34	fh_239.tre
fh	304	34	fh_304.tre
fh	305	34	fh_305.tre
fh	427	34	fh_427.tre
fh	435	34	fh_435.tre
fh	464	34	fh_464.tre
fh	482	34	fh_482.tre
fh	509	34	fh_509.tre
fh	529	34	fh_529.tre
fh	544	34	fh_544.tre
fh	647	34	fh_647.tre
fh	703	34	fh_703.tre
fh	744	34	fh_744.tre
fh	775	34	fh_775.tre
fh	783	34	fh_783.tre
fh	841	34	fh_841.tre
fh	963	34	fh_963.tre
fh	965	34	fh_965.tre
fh	993	34	fh_993.tre
fh	1009	34	fh_1009.tre
fh	1087	34	fh_1087.tre
fh	1128	34	fh_1128.tre
fh	1176	34	fh_1176.tre
fh	1184	34	fh_1184.tre
fh	1215	34	fh_1215.tre
fh	1244	34	fh_1244.tre
fh	1272	34	fh_1272.tre
fh	1340	34	fh_1340.tre
fh	1367	34	fh_1367.tre
fh	1384	34	fh_1384.tre
fh	1418	34	fh_1418.tre
fh	1475	34	fh_1475.tre
fh	1498	34	fh_1498.tre
fh	1548	34	fh_1548.tre
fh	1650	34	fh_1650.tre
fh	1677	34	fh_1677.tre
fh	1769	34	fh_1769.tre
fh	1830	34	fh_1830.tre
fh	1953	34	fh_1953.tre
fh	1995	34	fh_1995.tre
gen	111176	34	gen_111176.tre
gen	1111154	34	gen_1111154.tre
gen	1111232	34	gen_1111232.tre
gen	1111252	34	gen_1111252.tre
gen	1111500	34	gen_1111500.tre
gen	2222385	34	gen_2222385.tre
gen	3333417	34	gen_3333417.tre
hs	6706	34	hs_6706.tre
hs	6837	34	hs_6837.tre
hs	7637	34	hs_7637.tre
pontarp	844	34	pontarp_844.tre
pontarp	953	34	pontarp_953.tre
pontarp	2074	34	pontarp_2074.tre
pontarp	2492	34	pontarp_2492.tre
pontarp	2634	34	pontarp_2634.tre
ve	92	34	ve_92.tre
ve	96	34	ve_96.tre
ve	116	34	ve_116.tre
ve	196	34	ve_196.tre
ve	221	34	ve_221.tre
ve	274	34	ve_274.tre
ve	335	34	ve_335.tre
ve	356	34	ve_356.tre
ve	478	34	ve_478.tre
ve	559	34	ve_559.tre
ve	576	34	ve_576.tre
ve	583	34	ve_583.tre
ve	721	34	ve_721.tre
ve	754	34	ve_754.tre
ve	804	34	ve_804.tre
ve	977	34	ve_977.tre
ve	1028	34	ve_1028.tre
ve	1096	34	ve_1096.tre
ve	1217	34	ve_1217.tre
ve	1257	34	ve_1257.tre
ve	1312	34	ve_1312.tre
ve	1401	34	ve_1401.tre
ve	1438	34	ve_1438.tre
ve	1460	34	ve_1460.tre
ve	1535	34	ve_1535.tre
ve	1541	34	ve_1541.tre
ve	1674	34	ve_1674.tre
ve	1815	34	ve_1815.tre
ve	1901	34	ve_1901.tre
ve	1911	34	ve_1911.tre
ve	1993	34	ve_1993.tre
ve	2028	34	ve_2028.tre
ve	2047	34	ve_2047.tre
ve	2062	34	ve_2062.tre
ve	2092	34	ve_2092.tre
ve	2110	34	ve_2110.tre
ve	2137	34	ve_2137.tre
ve	2180	34	ve_2180.tre
ve	2232	34	ve_2232.tre
ve	2234	34	ve_2234.tre
ve	2313	34	ve_2313.tre
ve	2322	34	ve_2322.tre
ve	2356	34	ve_2356.tre
ve	2368	34	ve_2368.tre
ve	2395	34	ve_2395.tre
ve	2491	34	ve_2491.tre
ve	2552	34	ve_2552.tre
ve	2572	34	ve_2572.tre
ve	2602	34	ve_2602.tre
ve	2617	34	ve_2617.tre
ve	2623	34	ve_2623.tre
ve	2754	34	ve_2754.tre
ve	2760	34	ve_2760.tre
ve	2816	34	ve_2816.tre
ve	2839	34	ve_2839.tre
ve	2849	34	ve_2849.tre
ve	2852	34	ve_2852.tre
ve	2915	34	ve_2915.tre
ve	2981	34	ve_2981.tre
ve	3069	34	ve_3069.tre
ve	3093	34	ve_3093.tre
ve	3106	34	ve_3106.tre
ve	3111	34	ve_3111.tre
ve	3126	34	ve_3126.tre
ve	3136	34	ve_3136.tre
ve	3180	34	ve_3180.tre
ca	299	35	ca_299.tre
ca	472	35	ca_472.tre
ca	565	35	ca_565.tre
ca	1155	35	ca_1155.tre
ca	1270	35	ca_1270.tre
ca	1963	35	ca_1963.tre
ca	1986	35	ca_1986.tre
ca	2110	35	ca_2110.tre
ca	2124	35	ca_2124.tre
ca	2700	35	ca_2700.tre
ca	2921	35	ca_2921.tre
ca	2975	35	ca_2975.tre
fh	9	35	fh_9.tre
fh	95	35	fh_95.tre
fh	151	35	fh_151.tre
fh	169	35	fh_169.tre
fh	218	35	fh_218.tre
fh	237	35	fh_237.tre
fh	238	35	fh_238.tre
fh	246	35	fh_246.tre
fh	271	35	fh_271.tre
fh	280	35	fh_280.tre
fh	410	35	fh_410.tre
fh	412	35	fh_412.tre
fh	432	35	fh_432.tre
fh	487	35	fh_487.tre
fh	536	35	fh_536.tre
fh	542	35	fh_542.tre
fh	552	35	fh_552.tre
fh	616	35	fh_616.tre
fh	620	35	fh_620.tre
fh	629	35	fh_629.tre
fh	640	35	fh_640.tre
fh	677	35	fh_677.tre
fh	759	35	fh_759.tre
fh	796	35	fh_796.tre
fh	821	35	fh_821.tre
fh	830	35	fh_830.tre
fh	1061	35	fh_1061.tre
fh	1126	35	fh_1126.tre
fh	1248	35	fh_1248.tre
fh	1310	35	fh_1310.tre
fh	1328	35	fh_1328.tre
fh	1412	35	fh_1412.tre
fh	1442	35	fh_1442.tre
fh	1457	35	fh_1457.tre
fh	1479	35	fh_1479.tre
fh	1515	35	fh_1515.tre
fh	1519	35	fh_1519.tre
fh	1557	35	fh_1557.tre
fh	1582	35	fh_1582.tre
fh	1593	35	fh_1593.tre
fh	1633	35	fh_1633.tre
fh	1640	35	fh_1640.tre
fh	1659	35	fh_1659.tre
fh	1700	35	fh_1700.tre
fh	1708	35	fh_1708.tre
fh	1766	35	fh_1766.tre
fh	1829	35	fh_1829.tre
fh	1958	35	fh_1958.tre
gen	111142	35	gen_111142.tre
gen	111174	35	gen_111174.tre
gen	1111149	35	gen_1111149.tre
gen	1111499	35	gen_1111499.tre
gen	222235	35	gen_222235.tre
gen	2222175	35	gen_2222175.tre
gen	2222328	35	gen_2222328.tre
gen	2222344	35	gen_2222344.tre
gen	3333261	35	gen_3333261.tre
hs	6610	35	hs_6610.tre
hs	6900	35	hs_6900.tre
hs	7000	35	hs_7000.tre
hs	7587	35	hs_7587.tre
hs	7713	35	hs_7713.tre
hs	7900	35	hs_7900.tre
hs	7975	35	hs_7975.tre
pontarp	442	35	pontarp_442.tre
pontarp	452	35	pontarp_452.tre
pontarp	1452	35	pontarp_1452.tre
pontarp	1692	35	pontarp_1692.tre
pontarp	1953	35	pontarp_1953.tre
pontarp	2042	35	pontarp_2042.tre
pontarp	2513	35	pontarp_2513.tre
pontarp	2574	35	pontarp_2574.tre
pontarp	2912	35	pontarp_2912.tre
ve	6	35	ve_6.tre
ve	82	35	ve_82.tre
ve	100	35	ve_100.tre
ve	199	35	ve_199.tre
ve	222	35	ve_222.tre
ve	238	35	ve_238.tre
ve	257	35	ve_257.tre
ve	313	35	ve_313.tre
ve	321	35	ve_321.tre
ve	368	35	ve_368.tre
ve	459	35	ve_459.tre
ve	752	35	ve_752.tre
ve	755	35	ve_755.tre
ve	766	35	ve_766.tre
ve	792	35	ve_792.tre
ve	812	35	ve_812.tre
ve	828	35	ve_828.tre
ve	838	35	ve_838.tre
ve	842	35	ve_842.tre
ve	849	35	ve_849.tre
ve	858	35	ve_858.tre
ve	925	35	ve_925.tre
ve	1068	35	ve_1068.tre
ve	1077	35	ve_1077.tre
ve	1132	35	ve_1132.tre
ve	1143	35	ve_1143.tre
ve	1196	35	ve_1196.tre
ve	1204	35	ve_1204.tre
ve	1220	35	ve_1220.tre
ve	1224	35	ve_1224.tre
ve	1240	35	ve_1240.tre
ve	1267	35	ve_1267.tre
ve	1298	35	ve_1298.tre
ve	1374	35	ve_1374.tre
ve	1383	35	ve_1383.tre
ve	1390	35	ve_1390.tre
ve	1433	35	ve_1433.tre
ve	1542	35	ve_1542.tre
ve	1571	35	ve_1571.tre
ve	1752	35	ve_1752.tre
ve	1773	35	ve_1773.tre
ve	1776	35	ve_1776.tre
ve	1821	35	ve_1821.tre
ve	2037	35	ve_2037.tre
ve	2057	35	ve_2057.tre
ve	2074	35	ve_2074.tre
ve	2081	35	ve_2081.tre
ve	2090	35	ve_2090.tre
ve	2172	35	ve_2172.tre
ve	2224	35	ve_2224.tre
ve	2235	35	ve_2235.tre
ve	2260	35	ve_2260.tre
ve	2290	35	ve_2290.tre
ve	2292	35	ve_2292.tre
ve	2390	35	ve_2390.tre
ve	2392	35	ve_2392.tre
ve	2448	35	ve_2448.tre
ve	2483	35	ve_2483.tre
ve	2510	35	ve_2510.tre
ve	2541	35	ve_2541.tre
ve	2671	35	ve_2671.tre
ve	2701	35	ve_2701.tre
ve	2871	35	ve_2871.tre
ve	2890	35	ve_2890.tre
ve	2947	35	ve_2947.tre
ve	3001	35	ve_3001.tre
ve	3049	35	ve_3049.tre
ve	3150	35	ve_3150.tre
ca	202	36	ca_202.tre
ca	747	36	ca_747.tre
ca	894	36	ca_894.tre
ca	1325	36	ca_1325.tre
ca	1635	36	ca_1635.tre
ca	2268	36	ca_2268.tre
ca	2550	36	ca_2550.tre
ca	2766	36	ca_2766.tre
fh	32	36	fh_32.tre
fh	91	36	fh_91.tre
fh	153	36	fh_153.tre
fh	192	36	fh_192.tre
fh	213	36	fh_213.tre
fh	221	36	fh_221.tre
fh	251	36	fh_251.tre
fh	436	36	fh_436.tre
fh	445	36	fh_445.tre
fh	465	36	fh_465.tre
fh	498	36	fh_498.tre
fh	507	36	fh_507.tre
fh	580	36	fh_580.tre
fh	591	36	fh_591.tre
fh	614	36	fh_614.tre
fh	735	36	fh_735.tre
fh	760	36	fh_760.tre
fh	801	36	fh_801.tre
fh	805	36	fh_805.tre
fh	820	36	fh_820.tre
fh	911	36	fh_911.tre
fh	957	36	fh_957.tre
fh	1043	36	fh_1043.tre
fh	1047	36	fh_1047.tre
fh	1068	36	fh_1068.tre
fh	1088	36	fh_1088.tre
fh	1207	36	fh_1207.tre
fh	1232	36	fh_1232.tre
fh	1253	36	fh_1253.tre
fh	1305	36	fh_1305.tre
fh	1333	36	fh_1333.tre
fh	1369	36	fh_1369.tre
fh	1383	36	fh_1383.tre
fh	1395	36	fh_1395.tre
fh	1471	36	fh_1471.tre
fh	1492	36	fh_1492.tre
fh	1527	36	fh_1527.tre
fh	1634	36	fh_1634.tre
fh	1718	36	fh_1718.tre
fh	1723	36	fh_1723.tre
fh	1773	36	fh_1773.tre
fh	1795	36	fh_1795.tre
fh	1804	36	fh_1804.tre
fh	1810	36	fh_1810.tre
fh	1833	36	fh_1833.tre
fh	1840	36	fh_1840.tre
fh	1847	36	fh_1847.tre
fh	1901	36	fh_1901.tre
gen	1111158	36	gen_1111158.tre
gen	1111225	36	gen_1111225.tre
gen	1111256	36	gen_1111256.tre
gen	1111274	36	gen_1111274.tre
gen	1111416	36	gen_1111416.tre
gen	2222450	36	gen_2222450.tre
gen	3333159	36	gen_3333159.tre
gen	3333242	36	gen_3333242.tre
gen	3333379	36	gen_3333379.tre
gen	3333386	36	gen_3333386.tre
hs	7398	36	hs_7398.tre
pontarp	264	36	pontarp_264.tre
pontarp	692	36	pontarp_692.tre
pontarp	693	36	pontarp_693.tre
pontarp	993	36	pontarp_993.tre
pontarp	1643	36	pontarp_1643.tre
pontarp	1863	36	pontarp_1863.tre
ve	7	36	ve_7.tre
ve	45	36	ve_45.tre
ve	77	36	ve_77.tre
ve	114	36	ve_114.tre
ve	137	36	ve_137.tre
ve	156	36	ve_156.tre
ve	161	36	ve_161.tre
ve	165	36	ve_165.tre
ve	183	36	ve_183.tre
ve	226	36	ve_226.tre
ve	355	36	ve_355.tre
ve	397	36	ve_397.tre
ve	438	36	ve_438.tre
ve	439	36	ve_439.tre
ve	475	36	ve_475.tre
ve	557	36	ve_557.tre
ve	594	36	ve_594.tre
ve	602	36	ve_602.tre
ve	650	36	ve_650.tre
ve	673	36	ve_673.tre
ve	719	36	ve_719.tre
ve	979	36	ve_979.tre
ve	1005	36	ve_1005.tre
ve	1040	36	ve_1040.tre
ve	1122	36	ve_1122.tre
ve	1225	36	ve_1225.tre
ve	1227	36	ve_1227.tre
ve	1262	36	ve_1262.tre
ve	1276	36	ve_1276.tre
ve	1286	36	ve_1286.tre
ve	1295	36	ve_1295.tre
ve	1328	36	ve_1328.tre
ve	1330	36	ve_1330.tre
ve	1369	36	ve_1369.tre
ve	1387	36	ve_1387.tre
ve	1489	36	ve_1489.tre
ve	1512	36	ve_1512.tre
ve	1530	36	ve_1530.tre
ve	1545	36	ve_1545.tre
ve	1565	36	ve_1565.tre
ve	1667	36	ve_1667.tre
ve	1701	36	ve_1701.tre
ve	1725	36	ve_1725.tre
ve	1784	36	ve_1784.tre
ve	1824	36	ve_1824.tre
ve	2000	36	ve_2000.tre
ve	2010	36	ve_2010.tre
ve	2023	36	ve_2023.tre
ve	2032	36	ve_2032.tre
ve	2083	36	ve_2083.tre
ve	2164	36	ve_2164.tre
ve	2301	36	ve_2301.tre
ve	2327	36	ve_2327.tre
ve	2396	36	ve_2396.tre
ve	2424	36	ve_2424.tre
ve	2429	36	ve_2429.tre
ve	2468	36	ve_2468.tre
ve	2499	36	ve_2499.tre
ve	2515	36	ve_2515.tre
ve	2598	36	ve_2598.tre
ve	2607	36	ve_2607.tre
ve	2650	36	ve_2650.tre
ve	2693	36	ve_2693.tre
ve	2714	36	ve_2714.tre
ve	2729	36	ve_2729.tre
ve	2767	36	ve_2767.tre
ve	2831	36	ve_2831.tre
ve	2850	36	ve_2850.tre
ve	2858	36	ve_2858.tre
ve	2862	36	ve_2862.tre
ve	2949	36	ve_2949.tre
ve	2977	36	ve_2977.tre
ve	3055	36	ve_3055.tre
ve	3078	36	ve_3078.tre
ve	3117	36	ve_3117.tre
ve	3162	36	ve_3162.tre
ve	3174	36	ve_3174.tre
ca	612	37	ca_612.tre
ca	678	37	ca_678.tre
ca	1520	37	ca_1520.tre
ca	1954	37	ca_1954.tre
ca	2333	37	ca_2333.tre
ca	2601	37	ca_2601.tre
ca	2762	37	ca_2762.tre
ca	2763	37	ca_2763.tre
ca	2831	37	ca_2831.tre
ca	2949	37	ca_2949.tre
ca	3103	37	ca_3103.tre
fh	11	37	fh_11.tre
fh	13	37	fh_13.tre
fh	242	37	fh_242.tre
fh	266	37	fh_266.tre
fh	341	37	fh_341.tre
fh	384	37	fh_384.tre
fh	433	37	fh_433.tre
fh	446	37	fh_446.tre
fh	463	37	fh_463.tre
fh	469	37	fh_469.tre
fh	630	37	fh_630.tre
fh	687	37	fh_687.tre
fh	737	37	fh_737.tre
fh	787	37	fh_787.tre
fh	838	37	fh_838.tre
fh	851	37	fh_851.tre
fh	902	37	fh_902.tre
fh	922	37	fh_922.tre
fh	987	37	fh_987.tre
fh	1005	37	fh_1005.tre
fh	1018	37	fh_1018.tre
fh	1045	37	fh_1045.tre
fh	1086	37	fh_1086.tre
fh	1115	37	fh_1115.tre
fh	1136	37	fh_1136.tre
fh	1175	37	fh_1175.tre
fh	1247	37	fh_1247.tre
fh	1260	37	fh_1260.tre
fh	1284	37	fh_1284.tre
fh	1380	37	fh_1380.tre
fh	1402	37	fh_1402.tre
fh	1506	37	fh_1506.tre
fh	1513	37	fh_1513.tre
fh	1564	37	fh_1564.tre
fh	1574	37	fh_1574.tre
fh	1579	37	fh_1579.tre
fh	1608	37	fh_1608.tre
fh	1620	37	fh_1620.tre
fh	1668	37	fh_1668.tre
fh	1732	37	fh_1732.tre
fh	1749	37	fh_1749.tre
fh	1871	37	fh_1871.tre
fh	1921	37	fh_1921.tre
gen	111187	37	gen_111187.tre
gen	1111221	37	gen_1111221.tre
gen	3333185	37	gen_3333185.tre
hs	7342	37	hs_7342.tre
hs	7441	37	hs_7441.tre
hs	7826	37	hs_7826.tre
hs	7914	37	hs_7914.tre
pontarp	492	37	pontarp_492.tre
pontarp	1504	37	pontarp_1504.tre
pontarp	1524	37	pontarp_1524.tre
pontarp	1553	37	pontarp_1553.tre
pontarp	1673	37	pontarp_1673.tre
pontarp	1694	37	pontarp_1694.tre
pontarp	2284	37	pontarp_2284.tre
pontarp	2663	37	pontarp_2663.tre
pontarp	2664	37	pontarp_2664.tre
pontarp	2722	37	pontarp_2722.tre
ve	78	37	ve_78.tre
ve	181	37	ve_181.tre
ve	256	37	ve_256.tre
ve	365	37	ve_365.tre
ve	460	37	ve_460.tre
ve	524	37	ve_524.tre
ve	641	37	ve_641.tre
ve	679	37	ve_679.tre
ve	682	37	ve_682.tre
ve	921	37	ve_921.tre
ve	1041	37	ve_1041.tre
ve	1057	37	ve_1057.tre
ve	1065	37	ve_1065.tre
ve	1106	37	ve_1106.tre
ve	1127	37	ve_1127.tre
ve	1131	37	ve_1131.tre
ve	1146	37	ve_1146.tre
ve	1153	37	ve_1153.tre
ve	1171	37	ve_1171.tre
ve	1210	37	ve_1210.tre
ve	1306	37	ve_1306.tre
ve	1318	37	ve_1318.tre
ve	1351	37	ve_1351.tre
ve	1469	37	ve_1469.tre
ve	1581	37	ve_1581.tre
ve	1583	37	ve_1583.tre
ve	1633	37	ve_1633.tre
ve	1660	37	ve_1660.tre
